pair_ID	entailment_judgment	relatedness_score
1665	NEUTRAL	4.2043762
1666	NEUTRAL	4.26210284
1667	CONTRADICTION	4.79197946
1672	NEUTRAL	1.38076649
1674	NEUTRAL	1.80991334
1678	CONTRADICTION	4.06305343
1679	NEUTRAL	4.20198085
1681	CONTRADICTION	3.62163797
1683	ENTAILMENT	4.31771786
1684	CONTRADICTION	3.65474224
1685	NEUTRAL	2.12393064
1686	ENTAILMENT	4.29893155
1688	NEUTRAL	3.84508532
1689	ENTAILMENT	4.42104107
1692	NEUTRAL	4.70471918
1693	ENTAILMENT	4.32966878
1695	NEUTRAL	4.26576453
1696	ENTAILMENT	4.54004923
1698	NEUTRAL	4.72104517
1699	ENTAILMENT	4.37953633
1701	NEUTRAL	3.39515299
1704	NEUTRAL	4.73253272
1709	NEUTRAL	2.65333232
1710	NEUTRAL	3.4787949
1713	CONTRADICTION	3.72196465
1717	ENTAILMENT	4.56223982
1718	CONTRADICTION	4.07890596
1720	CONTRADICTION	3.58547269
1722	NEUTRAL	4.27658716
1725	ENTAILMENT	4.79401307
1726	CONTRADICTION	4.19577494
1727	ENTAILMENT	4.54132935
1728	NEUTRAL	3.45201171
1730	NEUTRAL	4.25368417
1731	ENTAILMENT	4.33421586
1732	CONTRADICTION	3.83599804
1734	NEUTRAL	4.6232231
1735	CONTRADICTION	4.24552536
1737	CONTRADICTION	4.10229029
1738	CONTRADICTION	1.22961795
1739	NEUTRAL	2.07778309
1740	NEUTRAL	1.32345634
1742	NEUTRAL	1.23369809
1743	NEUTRAL	3.87991364
1744	CONTRADICTION	4.2771753
1745	ENTAILMENT	4.83863689
1746	NEUTRAL	4.65274173
1748	NEUTRAL	4.55566331
1749	ENTAILMENT	4.51117435
1750	NEUTRAL	3.40487836
1752	ENTAILMENT	4.62103494
1758	CONTRADICTION	4.01791383
1760	NEUTRAL	3.49654275
1761	NEUTRAL	3.86566531
1762	NEUTRAL	3.93048277
1763	CONTRADICTION	3.0756022
1764	NEUTRAL	4.76140982
1767	ENTAILMENT	4.49647914
1768	NEUTRAL	4.24987016
1769	CONTRADICTION	4.52730569
1770	NEUTRAL	3.85997813
1774	NEUTRAL	3.05571443
1775	NEUTRAL	3.77110503
1778	ENTAILMENT	4.7438106
1779	ENTAILMENT	4.58373942
1785	NEUTRAL	4.15516101
1786	NEUTRAL	4.6124039
1788	NEUTRAL	4.58316802
1790	CONTRADICTION	4.45240408
1793	CONTRADICTION	2.93005471
1794	CONTRADICTION	2.92946657
1795	ENTAILMENT	4.63143137
1796	CONTRADICTION	3.61088349
1797	CONTRADICTION	2.88032521
1799	NEUTRAL	2.45921781
1800	ENTAILMENT	3.45896989
1801	ENTAILMENT	4.68327323
1802	ENTAILMENT	4.77116151
1803	CONTRADICTION	4.83437624
1804	NEUTRAL	4.10519896
1805	CONTRADICTION	3.52810656
1806	NEUTRAL	3.25385064
1810	NEUTRAL	4.42289111
1813	ENTAILMENT	4.31340825
1816	NEUTRAL	4.45560658
1817	CONTRADICTION	3.57257337
1819	NEUTRAL	4.27943727
1821	NEUTRAL	3.26354844
1824	NEUTRAL	4.01923184
1826	NEUTRAL	4.34800402
1827	NEUTRAL	4.30753626
1828	NEUTRAL	4.08772033
1831	ENTAILMENT	4.12117158
1833	NEUTRAL	2.75990516
1834	NEUTRAL	2.60103854
1835	NEUTRAL	2.8790601
1836	NEUTRAL	3.13145985
1837	NEUTRAL	3.37640458
1838	NEUTRAL	2.46615828
1843	CONTRADICTION	3.91228877
1845	NEUTRAL	1.2849378
1848	NEUTRAL	1.71782569
1850	NEUTRAL	4.00141755
1855	NEUTRAL	2.38829435
1856	NEUTRAL	3.30869838
1857	CONTRADICTION	3.27270364
1858	NEUTRAL	3.88282477
1859	ENTAILMENT	4.58233873
1860	CONTRADICTION	4.11533553
1862	ENTAILMENT	4.73073436
1863	CONTRADICTION	3.9461559
1864	NEUTRAL	2.78018985
1865	ENTAILMENT	4.79743606
1867	NEUTRAL	2.21233249
1868	ENTAILMENT	4.67303971
1870	ENTAILMENT	4.52688243
1871	ENTAILMENT	4.67303971
1872	NEUTRAL	4.38044412
1875	ENTAILMENT	3.43961095
1880	NEUTRAL	4.15143658
1883	NEUTRAL	3.68264363
1885	NEUTRAL	4.74377246
1889	NEUTRAL	3.56650551
1890	NEUTRAL	4.13534166
1891	NEUTRAL	4.46241957
1893	NEUTRAL	4.27678673
1895	NEUTRAL	4.10259174
1896	NEUTRAL	4.35260844
1899	NEUTRAL	4.40406617
1901	CONTRADICTION	3.95982643
1902	ENTAILMENT	2.04935017
1903	NEUTRAL	1.15215673
1905	NEUTRAL	1.69853258
1906	NEUTRAL	1.14084169
1911	NEUTRAL	3.6942023
1913	CONTRADICTION	3.77704198
1914	NEUTRAL	3.00407781
1915	NEUTRAL	1.60799943
1916	NEUTRAL	1.55595849
1917	ENTAILMENT	3.52292606
1920	NEUTRAL	2.94083539
1922	NEUTRAL	4.51554007
1923	ENTAILMENT	4.30503338
1924	NEUTRAL	4.26759586
1925	NEUTRAL	4.72519852
1926	CONTRADICTION	3.96155491
1928	NEUTRAL	1.43190234
1929	NEUTRAL	1.06049579
1930	NEUTRAL	2.39605722
1931	NEUTRAL	1.0368185
1932	NEUTRAL	1.22281677
1933	NEUTRAL	1.01200813
1937	NEUTRAL	3.83528244
1938	NEUTRAL	3.338092
1941	NEUTRAL	1.03851227
1945	CONTRADICTION	4.73146153
1947	NEUTRAL	4.12202179
1950	NEUTRAL	4.16827122
1951	CONTRADICTION	3.75373935
1953	ENTAILMENT	4.39368697
1956	ENTAILMENT	4.13075176
1957	ENTAILMENT	3.9054214
1958	NEUTRAL	1.1385348
1959	NEUTRAL	2.41635274
1960	NEUTRAL	1.22237518
1962	NEUTRAL	1.2732054
1965	CONTRADICTION	4.27753457
1966	NEUTRAL	2.50599484
1968	CONTRADICTION	4.47754075
1971	CONTRADICTION	3.65167115
1973	ENTAILMENT	4.78650933
1976	ENTAILMENT	4.7785304
1977	ENTAILMENT	4.58461743
1979	NEUTRAL	4.59801137
1980	NEUTRAL	4.5187278
1982	NEUTRAL	1.17689328
1983	NEUTRAL	1.10086659
1985	NEUTRAL	1.24858906
1986	NEUTRAL	1.16143669
1990	NEUTRAL	4.17398817
1995	CONTRADICTION	3.76219395
1997	NEUTRAL	4.06965233
1998	NEUTRAL	3.43908188
2002	ENTAILMENT	4.84084423
2003	NEUTRAL	4.6231601
2010	NEUTRAL	3.16663835
2013	NEUTRAL	2.77553449
2017	NEUTRAL	4.17067075
2021	NEUTRAL	1.95738174
2022	NEUTRAL	1.76646186
2026	NEUTRAL	1.93582543
2028	NEUTRAL	3.4820225
2031	CONTRADICTION	4.43506325
2032	NEUTRAL	4.29153633
2033	NEUTRAL	4.09065288
2034	NEUTRAL	2.92391794
2036	ENTAILMENT	4.7670869
2039	ENTAILMENT	4.05960165
2042	NEUTRAL	2.80346541
2043	NEUTRAL	4.79868369
2044	CONTRADICTION	3.94499169
2046	NEUTRAL	1.59578335
2048	NEUTRAL	2.01518159
2050	NEUTRAL	1.30032819
2053	NEUTRAL	3.95674944
2054	ENTAILMENT	3.34925153
2057	CONTRADICTION	3.908366
2060	NEUTRAL	4.11555503
2062	ENTAILMENT	4.3159729
2063	NEUTRAL	4.08554104
2065	NEUTRAL	4.54757242
2069	NEUTRAL	4.58005239
2071	NEUTRAL	4.59097321
2074	NEUTRAL	4.19893732
2077	NEUTRAL	3.09364559
2083	NEUTRAL	3.61793593
2085	NEUTRAL	3.53557561
2093	ENTAILMENT	4.54107933
2095	NEUTRAL	1.14911443
2099	ENTAILMENT	3.80836463
2101	ENTAILMENT	4.4093948
2106	NEUTRAL	4.0910407
2108	NEUTRAL	2.48733575
2110	NEUTRAL	1.13825464
2111	NEUTRAL	1.14171675
2114	NEUTRAL	4.37977282
2116	NEUTRAL	3.63287254
2120	NEUTRAL	4.27477502
2126	NEUTRAL	4.4764137
2127	ENTAILMENT	4.14588376
2128	CONTRADICTION	3.23307896
2129	NEUTRAL	4.18771382
2131	NEUTRAL	3.51496559
2133	NEUTRAL	4.24655299
2134	CONTRADICTION	3.16156441
2135	ENTAILMENT	3.7956863
2137	CONTRADICTION	3.98399994
2138	NEUTRAL	3.79446574
2140	CONTRADICTION	4.0852952
2142	NEUTRAL	3.18977856
2143	NEUTRAL	3.04453301
2147	NEUTRAL	2.49687939
2149	NEUTRAL	3.93903137
2151	NEUTRAL	4.02566611
2152	ENTAILMENT	4.29042774
2154	ENTAILMENT	4.54454661
2155	NEUTRAL	3.70561085
2156	NEUTRAL	3.18078234
2158	NEUTRAL	3.35340266
2159	NEUTRAL	3.84201423
2160	NEUTRAL	3.69679919
2161	NEUTRAL	3.34231352
2168	ENTAILMENT	4.65318984
2169	ENTAILMENT	4.44962681
2173	NEUTRAL	3.61324169
2174	ENTAILMENT	4.49676927
2177	CONTRADICTION	3.84377395
2178	ENTAILMENT	4.47130408
2182	ENTAILMENT	4.65801943
2185	CONTRADICTION	4.19964653
2186	ENTAILMENT	4.6832058
2187	CONTRADICTION	4.39442595
2189	NEUTRAL	3.77485875
2190	NEUTRAL	4.27594538
2191	NEUTRAL	4.27215229
2193	NEUTRAL	3.98372433
2194	ENTAILMENT	4.43707841
2197	NEUTRAL	3.2025194
2200	NEUTRAL	3.66191845
2201	NEUTRAL	4.0585723
2204	NEUTRAL	3.25397344
2206	NEUTRAL	4.47663247
2209	NEUTRAL	3.98263419
2211	NEUTRAL	4.23156224
2214	NEUTRAL	3.57347083
2216	ENTAILMENT	4.5583638
2219	CONTRADICTION	4.37362129
2220	ENTAILMENT	4.53893375
2223	ENTAILMENT	4.39472543
2224	NEUTRAL	2.49850315
2225	ENTAILMENT	4.31974237
2227	CONTRADICTION	4.22541169
2230	ENTAILMENT	4.72031136
2237	NEUTRAL	4.78649629
2241	CONTRADICTION	3.48301544
2244	NEUTRAL	3.91218665
2245	NEUTRAL	4.07777719
2246	ENTAILMENT	4.89549265
2248	ENTAILMENT	4.60395053
2249	CONTRADICTION	4.07367157
2254	ENTAILMENT	4.66731242
2255	NEUTRAL	4.5721116
2256	NEUTRAL	3.32435872
2257	NEUTRAL	4.80277257
2258	NEUTRAL	4.24667062
2262	NEUTRAL	1.88822969
2265	CONTRADICTION	3.6298423
2267	CONTRADICTION	4.24452356
2268	ENTAILMENT	3.81145639
2269	CONTRADICTION	3.55148178
2270	ENTAILMENT	4.48902141
2271	CONTRADICTION	3.55336873
2273	ENTAILMENT	4.3977035
2276	NEUTRAL	4.31019369
2278	ENTAILMENT	3.04050048
2279	NEUTRAL	3.59691422
2280	NEUTRAL	3.87651452
2283	CONTRADICTION	3.75278407
2285	CONTRADICTION	4.26894168
2290	ENTAILMENT	4.7975746
2292	CONTRADICTION	3.93719684
2293	ENTAILMENT	4.46277934
2294	NEUTRAL	3.04404479
2295	NEUTRAL	4.41024747
2296	NEUTRAL	2.93900713
2298	CONTRADICTION	3.84200611
2300	NEUTRAL	4.69557678
2301	NEUTRAL	4.44509302
2306	ENTAILMENT	4.45880809
2312	ENTAILMENT	4.71581054
2313	CONTRADICTION	4.22531129
2320	NEUTRAL	3.0837743
2321	NEUTRAL	4.29541949
2323	NEUTRAL	4.37599154
2324	NEUTRAL	3.96501062
2325	ENTAILMENT	4.73699933
2326	CONTRADICTION	3.97391481
2328	ENTAILMENT	4.76295816
2331	ENTAILMENT	4.70117168
2335	ENTAILMENT	4.44170129
2336	CONTRADICTION	3.00871077
2337	CONTRADICTION	4.12325121
2342	NEUTRAL	3.72425173
2343	ENTAILMENT	3.41341663
2345	ENTAILMENT	4.03653747
2346	NEUTRAL	3.9294192
2347	NEUTRAL	3.95219547
2349	NEUTRAL	4.17226019
2353	NEUTRAL	3.10130215
2354	NEUTRAL	3.11705256
2355	NEUTRAL	3.03989759
2356	NEUTRAL	3.12905171
2357	NEUTRAL	4.18634537
2361	CONTRADICTION	4.14084895
2367	ENTAILMENT	3.93291749
2370	NEUTRAL	4.81680582
2371	CONTRADICTION	4.53255016
2372	ENTAILMENT	4.70834346
2373	NEUTRAL	3.96858568
2376	ENTAILMENT	4.68258125
2378	NEUTRAL	4.00626116
2379	ENTAILMENT	4.71848987
2380	CONTRADICTION	3.50925258
2382	NEUTRAL	3.1556565
2384	NEUTRAL	3.76250377
2387	ENTAILMENT	4.5282408
2389	ENTAILMENT	4.72169876
2390	CONTRADICTION	4.02467564
2393	ENTAILMENT	4.40264456
2394	NEUTRAL	4.55777247
2395	NEUTRAL	4.22638273
2396	ENTAILMENT	4.67419924
2398	CONTRADICTION	3.49537116
2399	ENTAILMENT	4.41726078
2403	NEUTRAL	3.81288514
2406	NEUTRAL	4.12554518
2408	NEUTRAL	4.00145864
2411	NEUTRAL	1.44911176
2412	NEUTRAL	2.57795566
2416	CONTRADICTION	4.15491345
2417	NEUTRAL	4.59173163
2418	ENTAILMENT	4.51103925
2419	CONTRADICTION	4.09987697
2420	ENTAILMENT	4.3242582
2421	NEUTRAL	3.62863503
2424	ENTAILMENT	4.33259566
2425	ENTAILMENT	4.3242582
2427	NEUTRAL	3.54868704
2428	ENTAILMENT	4.59486769
2432	NEUTRAL	3.5126923
2433	NEUTRAL	3.77808856
2434	NEUTRAL	4.36213325
2435	ENTAILMENT	4.93782028
2437	ENTAILMENT	4.83084892
2439	CONTRADICTION	4.24598011
2442	ENTAILMENT	4.89520965
2443	NEUTRAL	1.85035797
2444	ENTAILMENT	4.67815376
2446	ENTAILMENT	4.62192871
2448	CONTRADICTION	4.18653583
2449	ENTAILMENT	4.35103992
2451	NEUTRAL	4.09918106
2452	NEUTRAL	3.92184976
2453	NEUTRAL	3.90199792
2454	NEUTRAL	2.99470151
2460	ENTAILMENT	4.08759803
2461	ENTAILMENT	4.81294457
2462	CONTRADICTION	4.16669335
2463	ENTAILMENT	4.56643599
2464	CONTRADICTION	3.75264405
2468	CONTRADICTION	4.23896583
2469	NEUTRAL	4.09952803
2470	ENTAILMENT	4.63077237
2471	ENTAILMENT	3.81205929
2473	NEUTRAL	3.01381289
2475	ENTAILMENT	3.31215385
2477	NEUTRAL	4.2478021
2478	NEUTRAL	2.66825491
2479	ENTAILMENT	4.75765265
2480	CONTRADICTION	4.09994514
2481	NEUTRAL	4.57713682
2482	NEUTRAL	2.72049678
2483	NEUTRAL	3.53908029
2484	NEUTRAL	2.06659527
2487	NEUTRAL	1.94630527
2489	CONTRADICTION	4.12967737
2490	NEUTRAL	2.17931299
2492	NEUTRAL	2.65681154
2493	NEUTRAL	4.07342771
2498	ENTAILMENT	4.51548642
2501	NEUTRAL	1.45221238
2502	ENTAILMENT	4.55981888
2503	NEUTRAL	1.5546155
2504	ENTAILMENT	4.27171599
2507	CONTRADICTION	4.07852109
2511	NEUTRAL	4.03736628
2512	NEUTRAL	3.10216491
2513	NEUTRAL	4.15432188
2516	NEUTRAL	4.16443826
2517	ENTAILMENT	4.71586492
2519	ENTAILMENT	4.67504182
2520	CONTRADICTION	4.20947057
2522	NEUTRAL	4.60404183
2523	CONTRADICTION	3.9292435
2524	NEUTRAL	4.25395092
2526	NEUTRAL	3.76170917
2528	ENTAILMENT	4.82339956
2531	NEUTRAL	3.5384865
2532	ENTAILMENT	4.77424367
2533	NEUTRAL	3.10185189
2534	ENTAILMENT	4.75363071
2536	ENTAILMENT	4.73843226
2537	ENTAILMENT	4.53679063
2541	NEUTRAL	4.48005176
2542	CONTRADICTION	3.70361341
2546	NEUTRAL	4.67368887
2547	CONTRADICTION	4.18226781
2548	NEUTRAL	4.34627309
2550	ENTAILMENT	4.44899734
2552	ENTAILMENT	4.18228257
2556	NEUTRAL	3.95683261
2558	NEUTRAL	3.09736116
2559	NEUTRAL	4.42768329
2560	NEUTRAL	2.85189806
2562	NEUTRAL	3.78072015
2563	ENTAILMENT	4.55233999
2564	ENTAILMENT	4.68714605
2565	CONTRADICTION	3.92778523
2567	NEUTRAL	3.07282222
2568	NEUTRAL	2.31406171
2570	NEUTRAL	2.52901743
2571	CONTRADICTION	2.17680924
2573	ENTAILMENT	4.69353234
2575	ENTAILMENT	4.86989162
2576	CONTRADICTION	4.22923751
2580	CONTRADICTION	3.99949713
2581	ENTAILMENT	4.72760101
2584	NEUTRAL	4.67058874
2585	CONTRADICTION	4.01836834
2586	ENTAILMENT	4.55538475
2587	NEUTRAL	2.36460833
2595	ENTAILMENT	4.74791031
2598	NEUTRAL	4.6212387
2600	ENTAILMENT	4.12688533
2603	CONTRADICTION	3.81344768
2605	CONTRADICTION	4.10277777
2607	NEUTRAL	4.47711552
2609	ENTAILMENT	4.71333939
2610	ENTAILMENT	4.86649497
2611	CONTRADICTION	3.76112473
2612	ENTAILMENT	4.87249516
2613	ENTAILMENT	4.72229083
2614	CONTRADICTION	3.66889312
2616	NEUTRAL	2.31922843
2617	NEUTRAL	4.29260162
2618	NEUTRAL	3.36478021
2620	CONTRADICTION	3.30421872
2621	ENTAILMENT	4.35859731
2624	NEUTRAL	4.55772522
2629	ENTAILMENT	4.77640968
2631	ENTAILMENT	4.78203238
2633	ENTAILMENT	4.55820262
2635	ENTAILMENT	4.52451931
2639	NEUTRAL	3.21782169
2641	ENTAILMENT	4.37722489
2642	NEUTRAL	2.39768873
2644	NEUTRAL	4.51656623
2645	CONTRADICTION	3.30542944
2646	ENTAILMENT	4.65429425
2647	CONTRADICTION	4.04055007
2648	NEUTRAL	4.38273711
2649	NEUTRAL	2.87373787
2652	NEUTRAL	3.2113382
2653	ENTAILMENT	4.12080615
2658	NEUTRAL	4.05430156
2659	NEUTRAL	3.64985582
2661	NEUTRAL	4.18841244
2663	NEUTRAL	2.0380083
2665	ENTAILMENT	4.53375547
2667	ENTAILMENT	4.69956551
2669	NEUTRAL	4.1273519
2671	NEUTRAL	4.15778128
2674	NEUTRAL	4.38012176
2676	NEUTRAL	3.98098742
2677	NEUTRAL	3.68168367
2681	NEUTRAL	3.5998224
2683	NEUTRAL	3.75886226
2685	NEUTRAL	4.11822083
2686	NEUTRAL	4.08970079
2690	NEUTRAL	2.71305554
2693	ENTAILMENT	4.62712643
2694	NEUTRAL	3.76438186
2695	ENTAILMENT	4.82593026
2697	ENTAILMENT	4.62443234
2698	CONTRADICTION	3.91418335
2699	ENTAILMENT	4.63393549
2700	CONTRADICTION	3.55212455
2706	ENTAILMENT	4.38031075
2717	CONTRADICTION	3.27714441
2719	NEUTRAL	3.832861
2723	CONTRADICTION	4.23323362
2725	NEUTRAL	3.80346689
2727	NEUTRAL	2.37193243
2729	NEUTRAL	2.45260328
2732	NEUTRAL	3.28480811
2733	NEUTRAL	4.75352539
2736	CONTRADICTION	4.27977366
2737	ENTAILMENT	3.80584255
2740	NEUTRAL	2.98948004
2742	NEUTRAL	4.26539787
2743	CONTRADICTION	3.94405486
2745	NEUTRAL	4.03843747
2746	ENTAILMENT	4.42297896
2747	NEUTRAL	3.88864385
2749	CONTRADICTION	3.92905796
2750	NEUTRAL	4.24300008
2753	ENTAILMENT	4.53227628
2759	NEUTRAL	4.38545236
2760	NEUTRAL	4.05668461
2762	NEUTRAL	3.38392039
2767	CONTRADICTION	3.15077942
2769	ENTAILMENT	4.39053319
2771	NEUTRAL	4.50156538
2773	NEUTRAL	4.20572522
2780	ENTAILMENT	4.5151488
2781	NEUTRAL	4.27097381
2782	NEUTRAL	4.81834949
2785	CONTRADICTION	4.07689228
2786	ENTAILMENT	4.66370635
2790	CONTRADICTION	4.16669876
2793	ENTAILMENT	4.42435873
2794	CONTRADICTION	3.72049506
2796	CONTRADICTION	1.71818226
2798	ENTAILMENT	4.42230937
2801	CONTRADICTION	4.07410172
2804	NEUTRAL	2.4098311
2805	NEUTRAL	3.05498234
2806	NEUTRAL	2.4098311
2808	ENTAILMENT	4.5037683
2810	ENTAILMENT	4.68049695
2814	ENTAILMENT	4.32101141
2816	NEUTRAL	4.16351595
2819	ENTAILMENT	4.38854314
2820	NEUTRAL	4.08836851
2823	NEUTRAL	3.11031388
2824	CONTRADICTION	2.7820341
2825	NEUTRAL	2.38641232
2826	NEUTRAL	3.15291515
2830	CONTRADICTION	4.51751069
2831	ENTAILMENT	4.85325188
2832	NEUTRAL	4.22035104
2833	ENTAILMENT	4.16093948
2834	CONTRADICTION	4.27515202
2835	ENTAILMENT	4.420826
2836	NEUTRAL	4.3716989
2840	ENTAILMENT	4.42182016
2841	NEUTRAL	3.10180391
2843	CONTRADICTION	3.21609224
2846	CONTRADICTION	3.72592951
2847	ENTAILMENT	4.76523785
2848	CONTRADICTION	4.21676785
2849	ENTAILMENT	4.4168198
2852	CONTRADICTION	3.68680757
2855	CONTRADICTION	3.98849486
2858	ENTAILMENT	4.23782278
2859	NEUTRAL	4.1980192
2866	ENTAILMENT	4.28764161
2869	ENTAILMENT	4.3463949
2871	ENTAILMENT	4.40561574
2872	ENTAILMENT	4.7642363
2873	CONTRADICTION	3.80449575
2876	ENTAILMENT	4.76531463
2877	CONTRADICTION	4.10324582
2878	ENTAILMENT	4.76093094
2880	NEUTRAL	4.69577709
2882	CONTRADICTION	3.95440552
2884	NEUTRAL	4.12407853
2885	NEUTRAL	4.80088611
2887	ENTAILMENT	4.5919632
2888	NEUTRAL	4.16037891
2889	NEUTRAL	4.56980509
2892	ENTAILMENT	4.62059274
2893	CONTRADICTION	4.17105242
2895	CONTRADICTION	4.25058773
2897	NEUTRAL	4.37054035
2901	ENTAILMENT	4.95930068
2902	NEUTRAL	2.7723518
2904	NEUTRAL	3.88169378
2906	NEUTRAL	3.04800054
2912	NEUTRAL	4.31334525
2914	NEUTRAL	4.40043721
2921	ENTAILMENT	4.51134341
2922	NEUTRAL	3.81214567
2923	ENTAILMENT	4.67752576
2925	ENTAILMENT	4.50837985
2928	ENTAILMENT	4.57055933
2929	CONTRADICTION	3.86833159
2931	CONTRADICTION	3.8663846
2934	NEUTRAL	4.22588441
2940	NEUTRAL	4.57887169
2942	ENTAILMENT	4.7692657
2944	NEUTRAL	3.78124258
2946	ENTAILMENT	4.76791398
2947	CONTRADICTION	4.2998925
2948	ENTAILMENT	4.82803868
2949	CONTRADICTION	4.33742008
2950	ENTAILMENT	4.5888392
2953	NEUTRAL	4.25288318
2954	ENTAILMENT	4.65226704
2962	CONTRADICTION	3.02832785
2963	ENTAILMENT	4.35975561
2973	NEUTRAL	4.29978226
2975	ENTAILMENT	4.54469918
2978	ENTAILMENT	4.63605474
2979	CONTRADICTION	3.94603114
2982	NEUTRAL	4.42090794
2985	NEUTRAL	4.57517728
2986	NEUTRAL	4.37847154
2987	CONTRADICTION	3.4571324
2990	ENTAILMENT	4.40346942
2991	NEUTRAL	4.02214248
2993	CONTRADICTION	3.11823694
2999	NEUTRAL	3.67968303
3000	NEUTRAL	3.25482783
3001	NEUTRAL	4.37149613
3003	NEUTRAL	3.84030642
3004	ENTAILMENT	4.4412704
3006	ENTAILMENT	4.80800868
3008	ENTAILMENT	4.3499894
3009	ENTAILMENT	4.05086578
3011	NEUTRAL	4.34679847
3012	ENTAILMENT	4.31478802
3013	NEUTRAL	3.17997839
3017	NEUTRAL	4.62672532
3020	NEUTRAL	3.41756752
3021	NEUTRAL	4.34430419
3023	NEUTRAL	4.38918344
3025	ENTAILMENT	4.63308651
3026	NEUTRAL	4.45322722
3028	ENTAILMENT	4.15260325
3029	CONTRADICTION	3.66879789
3030	NEUTRAL	4.14762651
3032	ENTAILMENT	4.10057781
3034	CONTRADICTION	4.17359985
3035	ENTAILMENT	4.89053116
3037	ENTAILMENT	4.77435023
3040	CONTRADICTION	4.40780537
3044	NEUTRAL	4.6019494
3045	NEUTRAL	4.37485169
3048	NEUTRAL	4.30932773
3051	ENTAILMENT	4.58630776
3052	CONTRADICTION	3.76754523
3053	NEUTRAL	4.54204938
3055	NEUTRAL	4.58021209
3056	NEUTRAL	3.70596669
3057	ENTAILMENT	4.33164038
3058	CONTRADICTION	3.56733554
3060	ENTAILMENT	4.53876715
3063	ENTAILMENT	4.58958335
3064	CONTRADICTION	4.04710788
3066	NEUTRAL	4.20955891
3067	ENTAILMENT	4.24189099
3070	ENTAILMENT	4.24189099
3074	ENTAILMENT	4.55280877
3075	ENTAILMENT	4.02632659
3076	ENTAILMENT	4.47557014
3077	ENTAILMENT	4.70488651
3078	CONTRADICTION	4.1439193
3080	ENTAILMENT	4.48409093
3082	ENTAILMENT	4.53402124
3083	CONTRADICTION	3.92238031
3084	NEUTRAL	4.19490996
3086	ENTAILMENT	4.72372844
3087	NEUTRAL	3.7590515
3088	NEUTRAL	4.18650704
3089	ENTAILMENT	4.24420833
3090	CONTRADICTION	2.52519961
3093	NEUTRAL	3.90147721
3095	ENTAILMENT	4.00695117
3096	CONTRADICTION	3.07275406
3099	CONTRADICTION	3.90079852
3101	NEUTRAL	4.69144164
3103	NEUTRAL	4.61640247
3104	NEUTRAL	3.44206069
3106	NEUTRAL	3.81494139
3108	NEUTRAL	4.60694731
3109	ENTAILMENT	4.75912373
3112	NEUTRAL	4.00755185
3113	ENTAILMENT	4.6687579
3115	ENTAILMENT	4.61926661
3116	CONTRADICTION	3.71775396
3117	NEUTRAL	4.23526009
3118	ENTAILMENT	4.90648877
3119	CONTRADICTION	4.54866403
3120	ENTAILMENT	4.66706487
3124	ENTAILMENT	4.64770937
3125	CONTRADICTION	4.15907271
3127	NEUTRAL	4.45211863
3128	NEUTRAL	2.59197402
3131	NEUTRAL	3.36297004
3133	NEUTRAL	3.28443653
3135	NEUTRAL	3.32844243
3136	ENTAILMENT	4.51660191
3137	CONTRADICTION	4.23093891
3138	ENTAILMENT	4.77377981
3139	ENTAILMENT	4.65837821
3141	NEUTRAL	4.21863659
3142	NEUTRAL	2.64075784
3144	NEUTRAL	2.12947607
3145	NEUTRAL	3.77847368
3146	NEUTRAL	4.28132594
3147	NEUTRAL	4.68768644
3148	NEUTRAL	4.11848536
3149	NEUTRAL	4.4099566
3151	NEUTRAL	4.23390985
3152	NEUTRAL	3.82713175
3154	NEUTRAL	4.26091476
3155	NEUTRAL	4.25912403
3159	NEUTRAL	4.11706178
3160	NEUTRAL	4.55118932
3163	NEUTRAL	4.43130461
3167	NEUTRAL	4.6795264
3168	NEUTRAL	3.56301904
3169	NEUTRAL	4.82171834
3171	NEUTRAL	4.68964968
3172	CONTRADICTION	4.03158633
3173	ENTAILMENT	4.62615687
3175	ENTAILMENT	4.69449206
3176	ENTAILMENT	4.64721549
3177	ENTAILMENT	4.20516785
3178	ENTAILMENT	4.58968941
3179	CONTRADICTION	3.73178279
3180	ENTAILMENT	4.53523688
3183	CONTRADICTION	4.18897523
3184	ENTAILMENT	4.39486545
3185	ENTAILMENT	4.54078698
3189	NEUTRAL	2.99691119
3190	NEUTRAL	2.93461791
3191	NEUTRAL	3.28339413
3193	NEUTRAL	3.26792672
3194	ENTAILMENT	4.48260067
3195	CONTRADICTION	3.74501062
3196	ENTAILMENT	4.66403118
3197	CONTRADICTION	4.27982116
3198	ENTAILMENT	4.46801324
3199	CONTRADICTION	4.04326114
3204	NEUTRAL	4.43156497
3205	ENTAILMENT	4.7396196
3206	CONTRADICTION	4.2560527
3207	NEUTRAL	4.69448615
3209	ENTAILMENT	4.36553851
3210	NEUTRAL	4.5029171
3211	ENTAILMENT	4.5560344
3212	NEUTRAL	4.82832659
3215	CONTRADICTION	4.29894214
3216	ENTAILMENT	4.63537457
3219	NEUTRAL	3.92381028
3220	ENTAILMENT	4.8295821
3225	NEUTRAL	4.29626428
3226	NEUTRAL	3.87757119
3229	NEUTRAL	4.58509065
3231	CONTRADICTION	3.89465486
3233	NEUTRAL	4.36240147
3234	NEUTRAL	3.41750698
3235	NEUTRAL	3.60172412
3236	NEUTRAL	3.43041196
3237	NEUTRAL	3.4793476
3239	ENTAILMENT	4.78698107
3240	CONTRADICTION	4.07438422
